,Type, Floor, Area, Structure, Inarea, Architectural_type, Orientation, Building_structure, Situation, Ratio, Elevator, Years, Price, PerPrice, Region, No
774,3室2厅1厨2卫,中楼层 (共18层),131㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,185万,14123元/平米,城关区 碧桂园 ,
775,2室2厅1厨1卫,低楼层 (共7层),93㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,92万,9893元/平米,城关区 九州 ,
776,2室2厅1厨1卫,低楼层 (共8层),93.36㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯两户,无,70年,98万,10498元/平米,城关区 大沙坪 ,
777,3室2厅1厨1卫,高楼层 (共34层),106.24㎡,平层,暂无数据,板楼,南 北,未知结构,精装,一梯四户,暂无数据,70年,92万,8660元/平米,西固区 西固区 ,
778,2室2厅1厨1卫,中楼层 (共6层),98.16㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,80万,8150元/平米,城关区 二热 ,
779,2室1厅1厨1卫,高楼层 (共8层),82㎡,平层,暂无数据,板楼,东南,框架结构,精装,一梯五户,无,70年,98.2万,11976元/平米,城关区 五泉广场 ,
780,2室1厅1厨1卫,低楼层 (共28层),84.16㎡,平层,暂无数据,板楼,东,钢混结构,精装,一梯六户,无,70年,135万,16041元/平米,安宁区 费家营十子 ,
781,2室1厅1厨1卫,中楼层 (共17层),59.4㎡,平层,暂无数据,塔楼,南,框架结构,简装,一梯六户,有,70年,84万,14142元/平米,七里河区 金港城 ,
782,1室1厅1厨1卫,低楼层 (共6层),49.89㎡,平层,暂无数据,板楼,东 西,砖混结构,简装,一梯三户,无,70年,115万,23051元/平米,城关区 西关南关 ,
783,2室1厅1厨1卫,中楼层 (共5层),53.87㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,无,70年,51.5万,9561元/平米,安宁区 安宁高新区 ,
784,2室2厅1厨1卫,低楼层 (共26层),108㎡,平层,暂无数据,板楼,南,框架结构,简装,两梯四户,有,70年,152万,14075元/平米,安宁区 海关 ,
785,3室2厅1厨2卫,中楼层 (共8层),138㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,155万,11232元/平米,城关区 大润发 ,
786,2室2厅1厨1卫,高楼层 (共6层),137.32㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,无,70年,150万,10924元/平米,安宁区 海关 ,
787,2室1厅1厨1卫,低楼层 (共6层),45㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯六户,无,70年,42.5万,9445元/平米,七里河区 晏家坪 ,
788,2室1厅1厨1卫,高楼层 (共6层),48㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,68万,14167元/平米,城关区 五泉广场 ,
789,2室2厅1厨1卫,中楼层 (共6层),116㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,185万,15949元/平米,城关区 北面滩 ,
790,3室2厅1厨1卫,低楼层 (共33层),108.36㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯四户,暂无数据,70年,106万,9783元/平米,七里河区 郑家庄 ,
791,2室2厅1厨1卫,中楼层 (共5层),39.17㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯三户,无,70年,86万,21956元/平米,城关区 火车站 ,
792,2室2厅1厨1卫,中楼层 (共30层),98.72㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯五户,无,70年,140万,14182元/平米,城关区 大润发 ,
793,2室1厅1厨1卫,中楼层 (共8层),76.6㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯四户,无,70年,90万,11750元/平米,城关区 东部 ,
794,2室2厅1厨1卫,低楼层 (共8层),93.23㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,110万,11799元/平米,城关区 火车站 ,
795,2室2厅1厨1卫,中楼层 (共8层),67.9㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,78万,11488元/平米,城关区 雁滩高新区 ,
796,2室2厅1厨1卫,中楼层 (共25层),153㎡,平层,暂无数据,板塔结合,东 西 北,钢混结构,简装,两梯十户,有,70年,215万,14053元/平米,城关区 西关南关 ,
797,2室1厅1厨1卫,高楼层 (共8层),76㎡,平层,暂无数据,板楼,南 北,混合结构,简装,十三梯三户,有,70年,98.8万,13000元/平米,七里河区 建工局 ,
798,1室1厅1厨1卫,中楼层 (共31层),67㎡,平层,暂无数据,塔楼,西南,框架结构,简装,两梯六户,有,70年,100万,14926元/平米,城关区 五泉广场 ,
799,1室1厅1厨1卫,高楼层 (共5层),39.5㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,42万,10633元/平米,七里河区 龚家湾 ,
800,2室2厅0厨2卫,中楼层 (共16层),112.6㎡,平层,暂无数据,板楼,东 西,框架结构,精装,一梯四户,无,70年,126万,11191元/平米,城关区 二热 ,
801,2室0厅1厨1卫,中楼层 (共8层),45㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯三户,无,70年,78万,17334元/平米,城关区 火车站 ,
802,2室2厅1厨1卫,中楼层 (共33层),98.67㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,两梯四户,有,70年,102万,10338元/平米,七里河区 郑家庄 ,
803,1室1厅1厨1卫,高楼层 (共33层),67.83㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,102万,15038元/平米,安宁区 安宁区 ,
804,1室1厅1厨1卫,高楼层 (共34层),67.73㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,70年,95万,14027元/平米,安宁区 安宁区 ,
805,2室1厅1厨1卫,低楼层 (共18层),89.38㎡,平层,暂无数据,板楼,南 东,框架结构,简装,一梯四户,有,70年,185万,20699元/平米,城关区 兰大盘旋路 ,
806,2室2厅1厨1卫,高楼层 (共10层),94㎡,平层,暂无数据,板塔结合,南,框架结构,其他,两梯三户,有,70年,130万,13830元/平米,七里河区 上西园 ,
807,2室1厅1厨1卫,低楼层 (共17层),94.86㎡,平层,暂无数据,板楼,东 西,钢结构,精装,一梯三户,有,70年,97万,10226元/平米,七里河区 龚家湾 ,
808,2室2厅1厨1卫,中楼层 (共8层),82㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,95万,11586元/平米,七里河区 龚家湾 ,
809,2室2厅1厨1卫,高楼层 (共34层),103㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,有,70年,140万,13593元/平米,安宁区 罗马花园 ,
810,2室1厅1厨1卫,低楼层 (共31层),86.65㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,124.8万,14403元/平米,安宁区 安宁庭院 ,
811,2室2厅1厨1卫,高楼层 (共8层),94㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,无,70年,104万,11064元/平米,城关区 火车站 ,
812,2室2厅1厨1卫,中楼层 (共8层),113.27㎡,平层,暂无数据,板楼,西,框架结构,简装,一梯三户,无,70年,103万,9094元/平米,城关区 雁滩高新区 ,
813,2室2厅1厨1卫,中楼层 (共8层),98㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,无,70年,123万,12552元/平米,城关区 大润发 ,
814,2室1厅1厨1卫,中楼层 (共7层),58.68㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,无,70年,60万,10225元/平米,城关区 二热 ,
815,2室2厅1厨1卫,低楼层 (共28层),72㎡,平层,暂无数据,板楼,东北,混合结构,精装,一梯八户,无,70年,170万,23612元/平米,城关区 火车站 ,
816,1室1厅1厨1卫,中楼层 (共10层),36.02㎡,平层,暂无数据,板楼,西,框架结构,简装,一梯五户,有,70年,72万,19989元/平米,城关区 火车站 ,
817,2室2厅1厨1卫,低楼层 (共31层),91.76㎡,平层,暂无数据,板楼,北,框架结构,精装,两梯七户,有,70年,129万,14059元/平米,七里河区 曦华源 ,
818,2室1厅1厨1卫,高楼层 (共33层),67㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,100万,14926元/平米,安宁区 安宁区 ,
819,2室2厅1厨1卫,高楼层 (共34层),85㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,119万,14000元/平米,安宁区 安宁区 ,
820,1室1厅1厨1卫,高楼层 (共12层),105.66㎡,平层,暂无数据,板楼,北 南,钢混结构,简装,一梯一户,有,70年,170万,16090元/平米,城关区 西关南关 ,
821,2室2厅1厨1卫,高楼层 (共31层),130㎡,平层,暂无数据,板塔结合,南,框架结构,精装,四梯八户,有,70年,269万,20693元/平米,城关区 大润发 ,
822,2室1厅1厨1卫,中楼层 (共8层),56㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯三户,无,70年,98万,17500元/平米,城关区 大润发 ,
823,2室2厅1厨1卫,中楼层 (共19层),104㎡,平层,暂无数据,板塔结合,西北,框架结构,精装,两梯六户,有,70年,155万,14904元/平米,城关区 东方红广场 ,
824,2室1厅1厨1卫,高楼层 (共18层),93.77㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,70年,99万,10558元/平米,七里河区 龚家湾 ,
825,2室2厅1厨1卫,高楼层 (共33层),92㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,70年,150万,16305元/平米,安宁区 罗马花园 ,
826,2室1厅1厨1卫,高楼层 (共7层),68.73㎡,平层,暂无数据,板楼,东 南 北,框架结构,精装,一梯三户,无,70年,76万,11058元/平米,城关区 雁滩高新区 ,
827,2室2厅1厨1卫,中楼层 (共6层),75.54㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,70年,128万,16945元/平米,城关区 大润发 ,
828,2室2厅1厨1卫,中楼层 (共8层),110.27㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,132万,11971元/平米,城关区 火车站 ,
829,2室0厅1厨1卫,中楼层 (共8层),40㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,无,70年,59万,14750元/平米,城关区 兰大盘旋路 ,
830,2室1厅1厨1卫,中楼层 (共8层),49㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯六户,无,70年,59万,12041元/平米,城关区 西关南关 ,
831,2室0厅1厨1卫,中楼层 (共9层),55.4㎡,平层,暂无数据,塔楼,南 西,框架结构,简装,一梯三户,无,70年,65万,11733元/平米,城关区 西关南关 ,
832,2室2厅1厨1卫,中楼层 (共27层),145㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯八户,有,70年,230万,15863元/平米,城关区 西关南关 ,
833,2室1厅1厨1卫,低楼层 (共6层),32㎡,平层,暂无数据,板塔结合,东,砖混结构,简装,一梯三户,无,70年,40万,12500元/平米,城关区 五泉广场 ,
834,2室2厅1厨1卫,中楼层 (共33层),96.11㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯六户,无,70年,135万,14047元/平米,城关区 北面滩 ,
835,2室2厅1厨1卫,低楼层 (共34层),81.56㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,无,70年,110万,13488元/平米,安宁区 莫高大道 ,
836,2室2厅1厨1卫,中楼层 (共8层),100㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,145万,14500元/平米,城关区 大润发 ,
837,2室2厅1厨1卫,高楼层 (共8层),103㎡,平层,78㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,120万,11651元/平米,城关区 大润发 ,
838,2室1厅1厨1卫,中楼层 (共7层),54㎡,平层,暂无数据,暂无数据,东,未知结构,简装,一梯八户,无,70年,73万,13519元/平米,城关区 东方红广场 ,
839,2室2厅1厨1卫,低楼层 (共6层),110㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯两户,无,70年,180万,16364元/平米,城关区 北面滩 ,
840,2室2厅1厨1卫,中楼层 (共32层),98.5㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,70年,177万,17970元/平米,七里河区 仁恒美林郡 ,
841,2室1厅1厨1卫,低楼层 (共25层),110.22㎡,平层,暂无数据,板楼,东,钢混结构,简装,两梯十七户,有,70年,138万,12521元/平米,城关区 西关南关 ,
842,1室1厅1厨1卫,中楼层 (共5层),36㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,70年,83万,23056元/平米,城关区 东方红广场 ,
843,2室1厅1厨1卫,中楼层 (共9层),48㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯四户,无,70年,85万,17709元/平米,城关区 兰大盘旋路 ,
844,2室1厅1厨1卫,高楼层 (共8层),78㎡,平层,暂无数据,板楼,东 南 西,框架结构,简装,一梯三户,无,70年,97万,12436元/平米,城关区 西关南关 ,
845,2室1厅1厨1卫,高楼层 (共10层),47.69㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,无,70年,76万,15937元/平米,城关区 西关南关 ,
846,2室2厅1厨1卫,中楼层 (共26层),122.43㎡,平层,暂无数据,板楼,南 西,框架结构,精装,一梯四户,无,70年,165万,13478元/平米,城关区 北面滩 ,
847,3室0厅1厨1卫,中楼层 (共6层),53.4㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,67万,12547元/平米,城关区 黄河北 ,
848,2室2厅1厨1卫,中楼层 (共12层),105㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯四户,有,70年,158万,15048元/平米,城关区 火车站 ,
849,2室1厅1厨1卫,中楼层 (共30层),99.74㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,89.5万,8974元/平米,七里河区 郑家庄 ,
850,2室1厅1厨1卫,中楼层 (共30层),99.58㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,70年,89万,8938元/平米,七里河区 郑家庄 ,
851,1室1厅1厨1卫,中楼层 (共33层),89㎡,平层,暂无数据,塔楼,南,框架结构,简装,三梯七户,有,70年,158万,17753元/平米,城关区 火车站 ,
852,1室1厅1厨1卫,高楼层 (共9层),56.17㎡,平层,48.18㎡,板楼,西 北,钢混结构,简装,一梯三户,无,70年,75万,13353元/平米,城关区 西关南关 ,
853,2室2厅1厨1卫,低楼层 (共28层),83.8㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯六户,有,70年,92万,10979元/平米,城关区 北面滩 ,
854,2室1厅1厨1卫,中楼层 (共9层),62㎡,平层,暂无数据,板楼,西,砖混结构,简装,一梯十二户,无,70年,95万,15323元/平米,城关区 西关南关 ,
855,2室1厅1厨1卫,低楼层 (共6层),53㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,70年,75万,14151元/平米,城关区 二热 ,
856,2室2厅1厨1卫,中楼层 (共6层),71.5㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,90万,12588元/平米,城关区 大润发 ,
857,2室2厅1厨1卫,中楼层 (共6层),65㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,无,70年,90万,13847元/平米,安宁区 安宁高新区 ,
858,2室0厅1厨1卫,中楼层 (共10层),55㎡,平层,暂无数据,板塔结合,东 北,框架结构,其他,一梯六户,暂无数据,70年,70万,12728元/平米,城关区 西关南关 ,
859,2室2厅1厨1卫,高楼层 (共28层),95㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯五户,有,70年,125万,13158元/平米,城关区 雁滩高新区 ,
860,2室1厅1厨1卫,低楼层 (共18层),91.77㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,有,70年,150万,16346元/平米,安宁区 海关 ,
861,2室2厅1厨1卫,低楼层 (共8层),98㎡,平层,暂无数据,板楼,南 北,框架结构,简装,六梯两户,有,70年,113万,11531元/平米,城关区 雁滩高新区 ,
862,2室2厅1厨1卫,高楼层 (共20层),140㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,150万,10715元/平米,城关区 城关区 ,
863,2室2厅1厨1卫,中楼层 (共33层),94㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯四户,有,70年,160万,17022元/平米,安宁区 海关 ,
864,2室2厅1厨1卫,高楼层 (共29层),106㎡,平层,暂无数据,板楼,西南,框架结构,精装,两梯七户,有,70年,145万,13680元/平米,城关区 北面滩 ,
865,2室2厅1厨1卫,高楼层 (共8层),95㎡,平层,暂无数据,板楼,东南 西南,砖混结构,简装,一梯两户,无,70年,110万,11579元/平米,安宁区 费家营十子 ,
866,2室2厅1厨1卫,中楼层 (共10层),99.8㎡,平层,暂无数据,板塔结合,南 北,框架结构,精装,一梯三户,有,70年,124.5万,12475元/平米,城关区 东部 ,
867,2室2厅1厨1卫,低楼层 (共12层),77㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,暂无数据,70年,93万,12078元/平米,七里河区 上西园 ,
868,2室1厅1厨1卫,中楼层 (共8层),60㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,73万,12167元/平米,七里河区 七里河区 ,
869,2室1厅1厨1卫,中楼层 (共7层),60㎡,平层,暂无数据,板楼,东 南,钢混结构,精装,一梯三户,无,70年,110万,18334元/平米,城关区 火车站 ,
870,2室2厅1厨1卫,中楼层 (共8层),77㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,89万,11559元/平米,七里河区 七里河区 ,
871,2室2厅1厨1卫,中楼层 (共32层),88.23㎡,平层,暂无数据,板楼,南 东南,框架结构,毛坯,两梯六户,有,70年,116万,13148元/平米,城关区 雁滩高新区 ,
872,2室1厅1厨1卫,中楼层 (共6层),81.44㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯三户,无,70年,108万,13262元/平米,城关区 雁滩高新区 ,
873,2室2厅1厨1卫,低楼层 (共6层),94.8㎡,平层,暂无数据,塔楼,南 北,框架结构,简装,一梯三户,无,70年,108万,11393元/平米,城关区 北面滩 ,
874,2室2厅1厨1卫,低楼层 (共18层),94.8㎡,平层,暂无数据,板楼,东 西,框架结构,毛坯,两梯六户,有,70年,109万,11498元/平米,安宁区 安宁科教城 ,
875,2室2厅1厨1卫,高楼层 (共28层),91.67㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,147万,16036元/平米,城关区 北面滩 ,
876,2室1厅1厨1卫,高楼层 (共10层),79.49㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,88万,11071元/平米,城关区 东部 ,
