,Type,Floor,Area,Structure,Inarea,Architectural_type,Orientation,Building_structure,Situation,Ratio,Elevator,Years,Price,PerPrice,Region,No,No,No
390,1室1厅1厨1卫,低楼层 (共25层),53,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯八户,有,70年,59,11133,城关区,,,
391,2室2厅1厨1卫,中楼层 (共9层),91.08,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,88,9662,城关区,,,
392,2室1厅1厨1卫,高楼层 (共9层),65,平层,暂无数据,板楼,东 西,框架结构,精装,一梯四户,无,70年,78,12000,西固区,,,
393,2室2厅1厨1卫,高楼层 (共22层),88.58,平层,71.53㎡,板楼,南 北,钢混结构,精装,两梯十户,有,70年,126,14225,城关区,,,
394,3室1厅1厨1卫,中楼层 (共7层),66.18,平层,暂无数据,板楼,东 西,框架结构,精装,一梯三户,无,70年,82,12391,城关区,,,
395,1室1厅1厨1卫,中楼层 (共30层),52.82,平层,37.4㎡,板楼,东北,钢混结构,精装,两梯十二户,有,70年,57.5,10887,城关区,,,
396,2室2厅1厨1卫,中楼层 (共33层),96.67,平层,78.77㎡,板楼,东南,钢混结构,简装,两梯五户,有,70年,149,15414,安宁区,,,
397,2室1厅1厨1卫,低楼层 (共26层),79.48,平层,58.72㎡,板楼,南,钢混结构,简装,三梯八户,有,70年,80,10066,城关区,,,
398,3室2厅1厨2卫,高楼层 (共6层),145.33,错层,130.93㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,230,15827,城关区,,,
399,2室2厅1厨1卫,低楼层 (共28层),107,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,有,70年,116,10842,西固区,,,
400,3室2厅1厨2卫,低楼层 (共26层),133.49,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,133,9964,城关区,,,
401,2室1厅1厨1卫,低楼层 (共26层),84.67,平层,暂无数据,板楼,南,钢混结构,精装,三梯八户,有,70年,83,9803,城关区,,,
402,3室2厅1厨2卫,低楼层 (共26层),136,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,130,9559,城关区,,,
403,2室2厅1厨1卫,高楼层 (共26层),92,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,93,10107,城关区,,,
404,3室2厅1厨1卫,低楼层 (共8层),106.38,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,132,12409,城关区,,,
405,3室2厅1厨1卫,高楼层 (共27层),97,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,103,10619,城关区,,,
406,3室1厅1厨1卫,高楼层 (共8层),93.7,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,70年,84,8965,西固区,,,
407,3室2厅1厨1卫,高楼层 (共24层),106.27,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,70年,105,9881,城关区,,,
408,4室2厅1厨2卫,高楼层 (共18层),135,平层,暂无数据,板楼,南 北,框架结构,简装,两梯两户,有,70年,222,16445,安宁区,,,
409,2室2厅1厨1卫,低楼层 (共33层),94.71,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,90,9503,城关区,,,
410,2室2厅1厨1卫,中楼层 (共33层),96,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,107.6,11209,城关区,,,
411,2室1厅1厨1卫,高楼层 (共8层),66,平层,暂无数据,板楼,东,框架结构,简装,一梯一户,暂无数据,70年,54,8182,城关区,,,
412,2室1厅1厨1卫,高楼层 (共7层),76,平层,暂无数据,板楼,东 南,框架结构,简装,一梯四户,无,70年,71,9343,城关区,,,
413,2室1厅1厨1卫,中楼层 (共26层),79.56,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,70年,88,11061,城关区,,,
414,5室3厅1厨2卫,高楼层 (共7层),217.66,复式,188.14㎡,板塔结合,东 西,钢混结构,简装,一梯两户,无,70年,185,8500,安宁区,,,
415,2室2厅1厨1卫,中楼层 (共32层),95.53,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯四户,无,70年,95,9945,七里河区,,,
416,2室1厅1厨1卫,高楼层 (共22层),69.72,平层,暂无数据,板楼,南,钢混结构,简装,两梯十户,有,70年,92,13196,城关区,,,
417,2室2厅1厨1卫,低楼层 (共33层),93,平层,暂无数据,板楼,东南,框架结构,毛坯,一梯五户,有,70年,160,17205,城关区,,,
418,3室1厅1厨1卫,高楼层 (共8层),77,平层,暂无数据,板塔结合,东 西,框架结构,简装,一梯三户,无,70年,89,11559,城关区,,,
419,2室1厅1厨1卫,低楼层 (共8层),85.65,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,80,9341,城关区,,,
420,2室2厅1厨1卫,高楼层 (共33层),118,平层,暂无数据,板塔结合,北,框架结构,简装,两梯八户,有,70年,149,12628,七里河区,,,
421,2室1厅1厨1卫,中楼层 (共8层),53,平层,暂无数据,板楼,东 西,未知结构,简装,一梯五户,无,70年,61,11510,城关区,,,
422,2室1厅1厨1卫,高楼层 (共7层),54,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,70年,52,9630,城关区,,,
423,1室1厅1厨1卫,中楼层 (共8层),47.9,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,56.5,11796,七里河区,,,
424,2室1厅1厨1卫,低楼层 (共32层),91.3,平层,暂无数据,暂无数据,南,未知结构,简装,两梯四户,有,70年,95,10406,七里河区,,,
425,2室2厅1厨1卫,高楼层 (共8层),108,平层,暂无数据,板楼,东北,框架结构,简装,一梯三户,无,70年,96,8889,城关区,,,
426,2室2厅1厨1卫,低楼层 (共30层),87.9,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,92,10467,城关区,,,
427,2室2厅1厨1卫,低楼层 (共32层),104,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,无,70年,171,16443,城关区,,,
428,2室1厅1厨1卫,高楼层 (共7层),65,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯三户,无,70年,102.8,15816,城关区,,,
429,1室1厅1厨1卫,低楼层 (共16层),52.96,平层,暂无数据,板楼,东,框架结构,简装,一梯四户,无,70年,60,11330,城关区,,,
430,1室0厅1厨1卫,低楼层 (共34层),41.44,平层,32.29㎡,板楼,南,钢混结构,精装,两梯九户,有,70年,63,15203,城关区,,,
431,3室2厅1厨2卫,低楼层 (共26层),164,平层,132.08㎡,板楼,南 北,钢混结构,毛坯,两梯三户,有,70年,163,9940,城关区,,,
432,3室2厅1厨1卫,低楼层 (共29层),112.9,平层,80.8㎡,板楼,南 北,钢混结构,简装,两梯三户,有,70年,112,9921,城关区,,,
433,4室2厅1厨2卫,中楼层 (共18层),139.03,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,132,9495,城关区,,,
434,3室2厅1厨1卫,低楼层 (共4层),104.3,平层,94.23㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,95,9109,城关区,,,
435,2室2厅1厨2卫,中楼层 (共8层),94.7,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,122,12883,城关区,,,
436,2室2厅1厨1卫,高楼层 (共8层),126.81,平层,暂无数据,板塔结合,东 北,框架结构,其他,一梯四户,无,70年,182,14353,城关区,,,
437,3室2厅1厨1卫,低楼层 (共16层),98,平层,暂无数据,塔楼,西南,框架结构,简装,两梯五户,有,70年,238,24286,城关区,,,
438,3室2厅1厨1卫,高楼层 (共8层),109,平层,暂无数据,暂无数据,北 南,未知结构,简装,一梯两户,无,70年,145,13303,七里河区,,,
439,3室2厅1厨2卫,低楼层 (共10层),160.8,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,249,15486,城关区,,,
440,2室2厅1厨1卫,高楼层 (共8层),86,平层,暂无数据,塔楼,南,框架结构,简装,一梯两户,无,70年,155,18024,城关区,,,
441,2室2厅1厨1卫,中楼层 (共11层),106.78,平层,暂无数据,板楼,西,框架结构,精装,两梯六户,有,70年,145,13580,七里河区,,,
442,4室2厅1厨2卫,高楼层 (共6层),177,复式,暂无数据,板楼,西 东,框架结构,精装,一梯两户,无,70年,218,12317,城关区,,,
443,3室2厅1厨2卫,高楼层 (共6层),122.23,平层,95.65㎡,板楼,南 北,混合结构,简装,一梯两户,无,70年,112.8,9229,安宁区,,,
444,2室2厅1厨1卫,中楼层 (共8层),95,平层,暂无数据,板塔结合,南 北,框架结构,简装,九梯两户,有,70年,158,16632,城关区,,,
445,3室2厅1厨1卫,高楼层 (共24层),143.88,平层,暂无数据,板塔结合,西北,钢混结构,简装,两梯六户,有,70年,180,12511,城关区,,,
446,2室1厅1厨1卫,低楼层 (共6层),51,平层,暂无数据,板楼,西,混合结构,毛坯,一梯三户,无,70年,62,12157,城关区,,,
447,4室2厅1厨2卫,高楼层 (共10层),175,平层,暂无数据,板楼,北 南,框架结构,简装,一梯两户,无,70年,205,11715,城关区,,,
448,5室2厅1厨2卫,低楼层 (共32层),209,平层,暂无数据,塔楼,东 西 北,钢混结构,精装,三梯八户,有,70年,305,14594,城关区,,,
449,3室2厅1厨1卫,中楼层 (共8层),115,平层,暂无数据,板楼,东 西 北,框架结构,简装,一梯三户,无,70年,113,9827,七里河区,,,
450,2室2厅1厨1卫,低楼层 (共32层),78,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯四户,暂无数据,70年,95,12180,城关区,,,
451,2室2厅1厨1卫,中楼层 (共6层),61,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,75,12296,城关区,,,
452,2室1厅1厨1卫,高楼层 (共7层),78.49,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯五户,暂无数据,70年,105,13378,城关区,,,
453,3室2厅2厨1卫,低楼层 (共32层),129.6,平层,暂无数据,板楼,南 北,框架结构,精装,两梯七户,有,70年,155,11960,城关区,,,
454,3室2厅1厨1卫,中楼层 (共8层),92.6,平层,暂无数据,塔楼,西 北,砖混结构,简装,一梯三户,无,70年,128,13823,城关区,,,
455,3室2厅1厨1卫,中楼层 (共8层),95,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,200,21053,城关区,,,
456,3室2厅1厨1卫,低楼层 (共8层),102.8,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,106,10312,城关区,,,
457,3室1厅1厨1卫,低楼层 (共22层),110,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,78,7091,安宁区,,,
458,3室2厅1厨2卫,高楼层 (共33层),162.53,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯七户,有,70年,219,13475,安宁区,,,
459,4室2厅1厨2卫,中楼层 (共18层),136.68,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,70年,155,11341,安宁区,,,
460,3室2厅1厨2卫,低楼层 (共17层),112,平层,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,190,16965,七里河区,,,
461,3室1厅1厨1卫,低楼层 (共6层),75,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,100,13334,城关区,,,
462,3室2厅1厨2卫,中楼层 (共33层),145.51,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯七户,有,70年,195,13402,安宁区,,,
463,3室2厅1厨2卫,高楼层 (共33层),150,平层,暂无数据,板楼,南 北,框架结构,精装,一梯八户,无,70年,310,20667,城关区,,,
464,2室1厅1厨2卫,中楼层 (共8层),85,平层,暂无数据,暂无数据,南 北,未知结构,其他,一梯四户,无,70年,133,15648,城关区,,,
465,2室2厅1厨1卫,中楼层 (共5层),103,暂无数据,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,无,70年,106,10292,城关区,,,
466,3室2厅1厨1卫,低楼层 (共11层),128,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,有,70年,160,12500,城关区,,,
467,3室2厅1厨1卫,中楼层 (共18层),110.55,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,178,16102,安宁区,,,
468,2室2厅1厨2卫,中楼层 (共9层),110,平层,暂无数据,板楼,东 南 西,框架结构,精装,五梯四户,有,70年,190,17273,城关区,,,
469,2室2厅1厨1卫,高楼层 (共33层),115.84,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,70年,175,15108,城关区,,,
470,3室2厅1厨1卫,中楼层 (共8层),169.15,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,无,70年,200,11824,城关区,,,
471,3室1厅1厨1卫,低楼层 (共6层),76,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,无,70年,80,10527,七里河区,,,
472,3室3厅1厨3卫,低楼层 (共23层),319.9,复式,暂无数据,板楼,南 北,框架结构,简装,两梯两户,有,70年,570,17819,城关区,,,
473,2室2厅1厨2卫,低楼层 (共10层),124.6,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,140,11236,城关区,,,
474,3室2厅1厨2卫,中楼层 (共25层),137,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,206,15037,安宁区,,,
475,3室2厅1厨1卫,高楼层 (共32层),128.73,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,70年,167,12973,城关区,,,
476,2室2厅1厨1卫,高楼层 (共7层),101,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,113,11189,七里河区,,,
477,2室2厅1厨1卫,高楼层 (共8层),83.4,平层,暂无数据,板楼,东 西,框架结构,精装,一梯三户,无,70年,90,10792,城关区,,,
478,3室2厅1厨2卫,高楼层 (共8层),89,平层,暂无数据,板楼,南,框架结构,简装,一梯两户,无,70年,124,13933,城关区,,,
479,3室2厅1厨1卫,中楼层 (共9层),109,平层,暂无数据,板楼,西 东,框架结构,精装,一梯三户,无,70年,133,12202,城关区,,,
480,4室2厅1厨2卫,中楼层 (共18层),136,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,200,14706,安宁区,,,
481,2室2厅1厨2卫,中楼层 (共9层),91,平层,暂无数据,暂无数据,南 北,框架结构,简装,一梯两户,无,70年,150,16484,城关区,,,
482,3室2厅1厨2卫,低楼层 (共18层),147,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,无,70年,143,9728,安宁区,,,
483,3室2厅1厨1卫,中楼层 (共10层),106,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,115,10850,城关区,,,
484,3室2厅1厨1卫,中楼层 (共7层),180,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,192,10667,城关区,,,
485,2室2厅1厨1卫,低楼层 (共7层),113,平层,98㎡,板塔结合,南 北,钢混结构,精装,一梯两户,无,70年,148,13098,城关区,,,
486,3室2厅1厨1卫,中楼层 (共8层),137.8,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,133,9652,七里河区,,,
487,3室2厅1厨2卫,中楼层 (共10层),149,平层,暂无数据,板塔结合,东,钢混结构,简装,两梯四户,有,70年,173,11611,七里河区,,,
488,2室2厅1厨1卫,中楼层 (共8层),98,平层,暂无数据,板楼,西南,框架结构,简装,一梯两户,无,70年,90,9184,城关区,,,
489,3室2厅1厨2卫,中楼层 (共13层),133.3,平层,107.19㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,184,13804,城关区,,,
490,3室2厅1厨1卫,中楼层 (共23层),149,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯六户,有,70年,203,13625,城关区,,,
491,3室2厅1厨2卫,高楼层 (共28层),195,平层,暂无数据,板楼,东,钢混结构,简装,一梯三户,有,70年,300,15385,城关区,,,
492,3室2厅1厨2卫,中楼层 (共30层),178.45,平层,暂无数据,塔楼,东南,框架结构,精装,三梯十户,有,70年,205,11488,城关区,,,
493,3室1厅1厨1卫,中楼层 (共5层),80,平层,暂无数据,塔楼,南 北,砖混结构,精装,一梯三户,无,70年,79.8,9975,城关区,,,
494,3室2厅1厨1卫,高楼层 (共32层),126,平层,暂无数据,板塔结合,南 北,框架结构,精装,一梯四户,暂无数据,70年,150,11905,城关区,,,
495,3室1厅1厨1卫,低楼层 (共8层),80,平层,暂无数据,板塔结合,东 西 北,框架结构,其他,一梯两户,无,70年,130,16250,城关区,,,
496,3室2厅1厨1卫,中楼层 (共8层),130,平层,108.69㎡,板楼,南 北,框架结构,简装,一梯三户,无,70年,145.5,11193,城关区,,,
497,3室2厅1厨2卫,高楼层 (共24层),128.34,平层,暂无数据,塔楼,西北,框架结构,简装,两梯四户,有,70年,168,13091,城关区,,,
498,2室1厅1厨1卫,中楼层 (共8层),69.11,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,69,9985,城关区,,,
499,3室2厅1厨1卫,中楼层 (共33层),143.35,平层,暂无数据,板塔结合,南 西,框架结构,简装,两梯八户,有,70年,180,12557,七里河区,,,
500,2室2厅1厨2卫,中楼层 (共10层),132.8,平层,暂无数据,板楼,南 北,框架结构,简装,一梯六户,无,70年,156,11747,城关区,,,
501,2室2厅1厨1卫,低楼层 (共14层),124,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,124,10000,城关区,,,
502,2室2厅1厨1卫,高楼层 (共8层),104.75,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,96,9165,七里河区,,,
503,3室2厅1厨2卫,中楼层 (共8层),130.63,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,268,20516,城关区,,,
504,3室2厅1厨2卫,低楼层 (共13层),167,平层,暂无数据,板楼,东南,钢混结构,简装,一梯三户,有,70年,270,16168,城关区,,,
505,3室2厅1厨1卫,中楼层 (共8层),89.6,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,102,11384,城关区,,,
506,3室2厅1厨2卫,低楼层 (共22层),177.54,平层,暂无数据,板楼,南 北,框架结构,精装,两梯三户,有,70年,275,15490,七里河区,,,
507,3室2厅1厨2卫,高楼层 (共15层),139.98,平层,暂无数据,暂无数据,南,未知结构,简装,两梯六户,有,70年,132.6,9473,七里河区,,,
508,2室2厅1厨1卫,低楼层 (共8层),100,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,100,10000,城关区,,,
509,3室1厅1厨1卫,高楼层 (共7层),106.32,平层,86.58㎡,板楼,南 北,框架结构,精装,一梯三户,无,70年,110,10347,安宁区,,,
510,4室2厅1厨3卫,高楼层 (共6层),186.03,复式,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,308,16557,城关区,,,
511,3室2厅1厨1卫,中楼层 (共33层),127,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,165,12993,安宁区,,,
512,2室2厅1厨1卫,低楼层 (共20层),100,平层,暂无数据,塔楼,南,钢混结构,简装,一梯八户,无,70年,145,14500,城关区,,,
513,2室1厅1厨1卫,高楼层 (共6层),75.5,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,无,70年,116,15365,城关区,,,
514,3室2厅1厨2卫,中楼层 (共32层),127,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,190,14961,安宁区,,,
515,3室2厅1厨1卫,高楼层 (共32层),109,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,180,16514,安宁区,,,
516,2室2厅1厨1卫,低楼层 (共8层),72,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,75,10417,安宁区,,,
517,2室1厅1厨2卫,中楼层 (共23层),126.69,平层,暂无数据,板塔结合,东,框架结构,精装,两梯十户,有,70年,163,12867,城关区,,,
518,2室2厅1厨2卫,中楼层 (共8层),107.3,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,120,11184,城关区,,,
519,3室2厅1厨1卫,高楼层 (共24层),141.7,平层,暂无数据,板塔结合,东,钢混结构,简装,两梯六户,有,70年,198,13974,城关区,,,
520,3室2厅1厨2卫,中楼层 (共33层),127,平层,暂无数据,暂无数据,南 北,钢混结构,精装,两梯四户,有,70年,130,10237,七里河区,,,
521,3室2厅1厨1卫,中楼层 (共26层),103,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,110,10680,城关区,,,
522,1室2厅1厨1卫,低楼层 (共8层),42,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,两梯三户,有,70年,65,15477,西固区,,,
523,1室2厅1厨1卫,高楼层 (共7层),60,平层,暂无数据,板楼,东 西,混合结构,其他,一梯三户,无,70年,65,10834,城关区,,,
524,3室2厅1厨2卫,高楼层 (共28层),110,平层,暂无数据,塔楼,南 西,框架结构,简装,一梯七户,无,70年,196,17819,城关区,,,
525,2室2厅1厨1卫,高楼层 (共8层),130.26,平层,暂无数据,板楼,东 西,钢混结构,精装,一梯四户,无,70年,165,12667,城关区,,,
526,4室2厅1厨3卫,低楼层 (共39层),253,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,490,19368,城关区,,,
527,3室2厅1厨2卫,高楼层 (共32层),135,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,有,70年,162,12000,城关区,,,
528,2室2厅1厨2卫,高楼层 (共8层),110.75,平层,暂无数据,板楼,北 南,框架结构,简装,一梯两户,无,70年,109,9842,城关区,,,
529,1室1厅1厨1卫,中楼层 (共4层),27.65,平层,27㎡,板塔结合,南,砖混结构,简装,一梯三户,无,70年,28.9,10453,安宁区,,,
530,3室2厅1厨2卫,中楼层 (共8层),126,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,123,9762,城关区,,,
531,4室2厅1厨1卫,高楼层 (共6层),136,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯两户,无,70年,130,9559,城关区,,,
532,4室2厅1厨3卫,低楼层 (共25层),180,平层,暂无数据,板楼,北 南,钢混结构,精装,两梯两户,有,70年,286,15889,城关区,,,
533,3室2厅1厨2卫,高楼层 (共32层),135.5,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,189.7,14000,城关区,,,
534,1室1厅0厨0卫,中楼层 (共23层),60.16,平层,暂无数据,板楼,东,框架结构,精装,五梯二十户,有,50年,140,23272,城关区,,,
535,3室2厅1厨2卫,高楼层 (共8层),143.3,平层,暂无数据,板楼,东南,框架结构,简装,一梯两户,无,70年,176,12282,城关区,,,
536,2室1厅1厨1卫,高楼层 (共26层),94.25,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,70年,155,16446,城关区,,,
537,1室1厅1厨1卫,中楼层 (共8层),32.19,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,暂无数据,70年,54,16776,城关区,,,
538,3室1厅1厨1卫,高楼层 (共7层),84.33,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,75,8894,城关区,,,
539,3室2厅1厨2卫,低楼层 (共32层),126,平层,暂无数据,板塔结合,南,框架结构,精装,两梯四户,有,70年,150,11905,城关区,,,
540,1室0厅1厨1卫,高楼层 (共5层),19,平层,暂无数据,板楼,西,砖混结构,毛坯,一梯四户,无,70年,73,38422,城关区,,,
541,1室0厅1厨1卫,低楼层 (共18层),35.66,平层,暂无数据,板楼,北,框架结构,精装,一梯八户,有,70年,52,14583,城关区,,,
542,2室1厅1厨1卫,低楼层 (共32层),97,平层,暂无数据,板楼,东,框架结构,精装,两梯六户,有,70年,118,12165,西固区,,,
543,1室1厅1厨1卫,中楼层 (共34层),60,平层,暂无数据,板塔结合,南,框架结构,简装,两梯七户,有,70年,57,9500,城关区,,,
544,2室2厅1厨1卫,中楼层 (共8层),74,平层,暂无数据,板塔结合,东 北,框架结构,简装,一梯三户,无,70年,72,9730,西固区,,,
545,2室2厅1厨1卫,低楼层 (共15层),80,平层,暂无数据,板楼,东,钢混结构,简装,一梯三户,有,70年,87,10875,西固区,,,
546,2室2厅1厨1卫,低楼层 (共18层),95.6,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,107,11193,西固区,,,
547,1室1厅1厨1卫,中楼层 (共5层),43.8,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,43,9818,西固区,,,
548,2室2厅1厨1卫,高楼层 (共26层),107.5,平层,暂无数据,板楼,南,框架结构,精装,两梯四户,有,70年,165,15349,安宁区,,,
549,2室2厅1厨1卫,高楼层 (共7层),75,平层,暂无数据,暂无数据,南 北,框架结构,简装,一梯两户,暂无数据,70年,76,10134,西固区,,,
550,2室2厅1厨1卫,高楼层 (共31层),91.59,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,有,70年,146,15941,安宁区,,,
551,2室1厅1厨1卫,中楼层 (共6层),75.5,平层,暂无数据,板楼,西 南,框架结构,简装,一梯四户,无,70年,73,9669,城关区,,,
552,2室1厅1厨1卫,低楼层 (共8层),76.9,平层,暂无数据,板楼,东,框架结构,精装,一梯四户,无,70年,85,11054,西固区,,,
553,2室1厅1厨1卫,高楼层 (共14层),120,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,暂无数据,70年,75,6250,七里河区,,,
554,2室1厅1厨1卫,低楼层 (共18层),76.64,平层,暂无数据,板楼,南 北,框架结构,简装,两梯十二户,有,70年,75,9787,西固区,,,
555,2室2厅1厨1卫,中楼层 (共26层),88,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,96,10910,城关区,,,
556,2室2厅1厨1卫,低楼层 (共6层),75.57,平层,暂无数据,板楼,东南,框架结构,精装,一梯四户,无,70年,73,9660,城关区,,,
557,2室1厅1厨1卫,高楼层 (共30层),77,平层,暂无数据,板塔结合,东,钢混结构,毛坯,一梯八户,无,70年,116,15065,城关区,,,
558,2室2厅1厨1卫,中楼层 (共15层),82.19,平层,暂无数据,板楼,南,框架结构,精装,十二梯三户,有,70年,84,10221,西固区,,,
559,3室2厅1厨2卫,高楼层 (共34层),138,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,70年,170,12319,安宁区,,,
560,2室1厅1厨1卫,高楼层 (共30层),148,平层,暂无数据,板楼,北,钢混结构,简装,三梯十一户,有,70年,230,15541,城关区,,,
561,2室1厅1厨1卫,低楼层 (共34层),95.1,平层,暂无数据,板塔结合,东北,框架结构,简装,两梯五户,有,70年,131,13775,城关区,,,
562,2室1厅1厨1卫,低楼层 (共18层),88.1,平层,暂无数据,板楼,东,框架结构,精装,两梯十户,有,70年,85,9649,城关区,,,
563,2室1厅1厨1卫,中楼层 (共24层),70,平层,暂无数据,板楼,南,框架结构,精装,两梯八户,有,70年,98,14000,西固区,,,
564,2室2厅1厨1卫,低楼层 (共34层),90,平层,暂无数据,板塔结合,东 南,钢混结构,精装,两梯五户,有,70年,140,15556,城关区,,,
565,2室2厅1厨1卫,低楼层 (共8层),85.6,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,暂无数据,70年,76,8879,城关区,,,
566,2室1厅1厨1卫,中楼层 (共12层),86.59,平层,暂无数据,板楼,东 西,框架结构,简装,一梯四户,有,70年,83,9586,西固区,,,
567,2室1厅1厨1卫,低楼层 (共26层),88.12,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,70年,90,10214,城关区,,,
568,2室2厅1厨1卫,中楼层 (共25层),92.88,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,97,10444,西固区,,,
569,2室1厅1厨1卫,低楼层 (共8层),87,平层,暂无数据,板楼,东,砖混结构,毛坯,一梯五户,有,70年,74,8506,城关区,,,
570,2室2厅1厨1卫,低楼层 (共7层),84.63,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,84,9926,城关区,,,
571,4室2厅1厨2卫,低楼层 (共6层),145.39,平层,128.54㎡,板楼,南 北,钢混结构,精装,一梯两户,无,70年,205,14101,城关区,,,
