,Type,Floor,Area,Structure,Inarea,Architectural_type,Orientation,Building_structure,Situation,Ratio,Elevator,Years,Price,PerPrice,Region,No,No,No
2492,3室2厅1厨1卫,中楼层 (共29层),121.11,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,130,10735,城关区,,,
2493,3室2厅1厨2卫,高楼层 (共30层),142,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,133,9367,城关区,,,
2494,2室2厅1厨1卫,高楼层 (共7层),95.6,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,88,9206,城关区,,,
2495,2室2厅1厨1卫,高楼层 (共6层),88,暂无数据,暂无数据,板楼,南,框架结构,简装,一梯三户,无,70年,103,11705,城关区,,,
2496,3室2厅1厨1卫,低楼层 (共28层),147,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯六户,无,70年,128,8708,安宁区,,,
2497,3室2厅1厨1卫,低楼层 (共33层),116,暂无数据,89.16㎡,板楼,南,钢混结构,精装,两梯三户,有,70年,116,10000,城关区,,,
2498,3室2厅1厨2卫,高楼层 (共27层),110.08,暂无数据,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,70年,97,8812,城关区,,,
2499,3室2厅1厨2卫,高楼层 (共34层),131,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,70年,185,14123,安宁区,,,
2500,2室1厅1厨1卫,中楼层 (共15层),74.01,暂无数据,60.66㎡,板楼,东 西,钢混结构,毛坯,一梯三户,有,70年,72,9729,西固区,,,
2501,2室2厅1厨1卫,中楼层 (共8层),87.49,暂无数据,73.13㎡,暂无数据,西南,未知结构,简装,一梯两户,无,70年,114,13031,七里河区,,,
2502,1室1厅1厨1卫,低楼层 (共30层),61.5,暂无数据,51.45㎡,板楼,东南,框架结构,简装,两梯五户,有,70年,90,14635,城关区,,,
2503,4室2厅1厨2卫,高楼层 (共25层),218,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,398,18257,安宁区,,,
2504,2室1厅1厨1卫,高楼层 (共7层),47,暂无数据,35㎡,板楼,南,框架结构,简装,一梯三户,无,70年,78,16596,城关区,,,
2505,2室2厅1厨2卫,低楼层 (共7层),53.64,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,122,22745,城关区,,,
2506,2室1厅1厨1卫,高楼层 (共10层),78.61,暂无数据,68.72㎡,板楼,东 西,框架结构,简装,一梯三户,无,70年,91.5,11640,城关区,,,
2507,4室2厅1厨2卫,低楼层 (共25层),180.47,暂无数据,135.99㎡,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,165,9143,城关区,,,
2508,2室1厅1厨1卫,中楼层 (共33层),94.73,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,113,11929,城关区,,,
2509,3室2厅1厨2卫,低楼层 (共26层),135.7,暂无数据,106㎡,板楼,南 北,钢混结构,精装,两梯三户,有,70年,133,9802,城关区,,,
2510,2室2厅1厨1卫,高楼层 (共9层),97.3,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,95,9764,城关区,,,
2511,2室2厅1厨1卫,低楼层 (共13层),108,暂无数据,暂无数据,平房,南 北,钢混结构,毛坯,一梯三户,无,70年,120,11112,城关区,,,
2512,2室2厅1厨1卫,中楼层 (共7层),109,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,150,13762,城关区,,,
2513,2室1厅0厨1卫,高楼层 (共25层),186,暂无数据,暂无数据,板塔结合,西 南,钢混结构,简装,两梯十户,有,70年,240,12904,城关区,,,
2514,1室1厅1厨1卫,低楼层 (共8层),36.96,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯三户,暂无数据,70年,64,17317,城关区,,,
2515,2室1厅1厨1卫,低楼层 (共7层),54,暂无数据,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,70年,99.8,18482,城关区,,,
2516,2室1厅1厨1卫,低楼层 (共6层),57,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯三户,暂无数据,70年,65,11404,城关区,,,
2517,2室2厅1厨1卫,中楼层 (共8层),61,暂无数据,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,无,70年,112,18361,城关区,,,
2518,3室2厅1厨1卫,高楼层 (共12层),230,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯十二户,暂无数据,70年,300,13044,城关区,,,
2519,3室2厅1厨1卫,高楼层 (共12层),230,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯十二户,暂无数据,70年,300,13044,城关区,,,
2520,2室1厅1厨1卫,低楼层 (共8层),42,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,50,11905,城关区,,,
2521,2室2厅1厨1卫,低楼层 (共8层),99.16,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,128,12909,城关区,,,
2522,2室1厅1厨1卫,中楼层 (共8层),61,暂无数据,暂无数据,板楼,东,框架结构,简装,一梯三户,无,70年,75,12296,城关区,,,
2523,2室2厅1厨1卫,中楼层 (共28层),120.31,暂无数据,暂无数据,板楼,东南,钢混结构,简装,两梯六户,有,70年,216,17954,城关区,,,
2524,2室2厅1厨1卫,中楼层 (共30层),127,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,三梯九户,有,70年,195,15355,城关区,,,
2525,2室2厅1厨1卫,低楼层 (共18层),58.9,暂无数据,暂无数据,塔楼,东北,钢混结构,简装,两梯八户,有,70年,187,31749,城关区,,,
2526,2室2厅1厨1卫,高楼层 (共8层),95.16,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据,70年,117,12296,城关区,,,
2527,3室2厅1厨1卫,高楼层 (共6层),105.37,暂无数据,暂无数据,板楼,南,框架结构,简装,一梯两户,无,70年,88,8352,城关区,,,
2528,2室2厅1厨1卫,高楼层 (共26层),80,暂无数据,暂无数据,板楼,南,钢混结构,精装,三梯八户,有,70年,90,11250,城关区,,,
2529,5室2厅1厨4卫,低楼层 (共3层),271.68,暂无数据,南 北,框架结构,毛坯,双拼,70年,520万,19141元/平米,城关区,,,,,,
2530,3室2厅1厨2卫,高楼层 (共18层),126,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,125,9921,城关区,,,
2531,5室3厅1厨3卫,中楼层 (共4层),170,暂无数据,南 北,框架结构,毛坯,叠拼,70年,320万,18824元/平米,城关区,,,,,,
2532,4室2厅1厨2卫,低楼层 (共18层),153,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,255,16667,城关区,,,
2533,5室3厅2厨3卫,高楼层 (共30层),368,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,两梯六户,有,70年,375,10191,城关区,,,
2534,3室2厅1厨2卫,中楼层 (共8层),171.5,暂无数据,暂无数据,板楼,东 南 西,钢混结构,精装,一梯四户,无,70年,360,20992,七里河区,,,
2535,6室2厅1厨2卫,高楼层 (共33层),196.8,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,300,15244,七里河区,,,
2536,4室2厅1厨2卫,高楼层 (共6层),164.74,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯四户,无,70年,205,12444,城关区,,,
2537,5室2厅1厨2卫,低楼层 (共34层),132,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,165,12500,安宁区,,,
2538,3室2厅1厨2卫,高楼层 (共7层),153.83,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,130,8451,安宁区,,,
2539,4室2厅1厨2卫,高楼层 (共30层),154,暂无数据,暂无数据,塔楼,东南,框架结构,简装,两梯八户,有,70年,200,12988,城关区,,,
2540,4室2厅2厨2卫,高楼层 (共8层),158.79,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,155,9762,城关区,,,
2541,3室2厅1厨2卫,中楼层 (共32层),135.33,暂无数据,暂无数据,板楼,东南 西,框架结构,简装,两梯七户,有,70年,152,11232,城关区,,,
2542,4室2厅2厨2卫,低楼层 (共9层),154,暂无数据,暂无数据,塔楼,南 北,框架结构,精装,一梯五户,无,70年,130,8442,城关区,,,
2543,4室2厅1厨2卫,低楼层 (共18层),150.79,暂无数据,126.21㎡,板楼,南 北,钢混结构,精装,两梯三户,有,70年,280,18569,城关区,,,
2544,4室2厅1厨2卫,中楼层 (共21层),198,暂无数据,暂无数据,板塔结合,南 北,钢混结构,简装,一梯四户,有,70年,248,12526,城关区,,,
2545,3室2厅1厨2卫,中楼层 (共8层),140,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,135,9643,城关区,,,
2546,3室2厅1厨2卫,低楼层 (共8层),145.72,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,70年,292,20039,城关区,,,
2547,8室4厅1厨1卫,高楼层 (共31层),756,暂无数据,暂无数据,塔楼,东 南 西 北,钢混结构,简装,三梯九户,有,70年,1280,16932,城关区,,,
2548,4室2厅1厨2卫,高楼层 (共23层),273,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,510,18682,城关区,,,
2549,4室2厅1厨1卫,中楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,169,10000,城关区,,,
2550,4室2厅1厨2卫,中楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,169,10000,城关区,,,
2551,4室2厅1厨2卫,中楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,169,10000,城关区,,,
2552,4室2厅1厨2卫,低楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,165,9764,城关区,,,
2553,4室2厅1厨2卫,低楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,169,10000,城关区,,,
2554,4室2厅1厨2卫,低楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,165,9764,城关区,,,
2555,4室2厅1厨2卫,低楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,165,9764,城关区,,,
2556,4室2厅1厨2卫,中楼层 (共33层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,70年,169,10000,城关区,,,
2557,4室2厅1厨2卫,低楼层 (共12层),189.72,暂无数据,暂无数据,板塔结合,南 北,混合结构,精装,一梯两户,有,70年,255,13441,城关区,,,
2558,5室3厅1厨2卫,高楼层 (共32层),121,暂无数据,暂无数据,塔楼,南 北,钢混结构,简装,两梯六户,有,70年,288,23802,七里河区,,,
2559,3室2厅1厨2卫,中楼层 (共17层),137.56,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,188,13667,安宁区,,,
2560,5室3厅1厨3卫,高楼层 (共28层),251,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,610,24303,城关区,,,
2561,4室2厅1厨2卫,高楼层 (共6层),176,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,275,15625,城关区,,,
2562,3室2厅1厨2卫,中楼层 (共8层),159.3,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,175,10986,城关区,,,
2563,4室2厅1厨2卫,高楼层 (共6层),154,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,155,10065,城关区,,,
2564,5室2厅1厨2卫,中楼层 (共27层),234.4,暂无数据,暂无数据,板楼,南 北,框架结构,简装,两梯两户,有,70年,425,18132,城关区,,,
2565,4室2厅1厨2卫,高楼层 (共31层),330,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,有,70年,520,15758,安宁区,,,
2566,5室2厅1厨5卫,高楼层 (共44层),258.41,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,660,25541,城关区,,,
2567,1室1厅1厨1卫,低楼层 (共3层),296,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯六户,无,70年,380,12838,城关区,,,
2568,4室2厅1厨2卫,中楼层 (共14层),208.85,暂无数据,187.75㎡,板塔结合,东,框架结构,精装,一梯四户,有,70年,330,15801,城关区,,,
2569,4室2厅1厨2卫,高楼层 (共29层),208,暂无数据,暂无数据,板楼,东 南,框架结构,精装,四梯五户,有,70年,218,10481,城关区,,,
2570,4室2厅1厨5卫,高楼层 (共44层),258.41,暂无数据,205.99㎡,板楼,南 北,钢混结构,精装,两梯两户,有,70年,600,23219,城关区,,,
2571,4室2厅1厨2卫,高楼层 (共7层),150.5,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,169,11230,城关区,,,
2572,1室0厅0厨0卫,高楼层 (共28层),368,暂无数据,暂无数据,板塔结合,东北,框架结构,简装,四梯九户,有,70年,773,21006,城关区,,,
2573,4室2厅1厨2卫,高楼层 (共32层),94.5,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,50年,265,28043,七里河区,,,
2574,4室2厅1厨2卫,低楼层 (共25层),216,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,310,14352,安宁区,,,
2575,6室2厅1厨4卫,中楼层 (共5层),303,暂无数据,暂无数据,塔楼,南 北,框架结构,精装,一梯两户,有,70年,1380,45545,城关区,,,
2576,4室2厅1厨2卫,高楼层 (共25层),180.35,暂无数据,135.99㎡,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,70年,165,9149,城关区,,,
2577,6室3厅1厨3卫,高楼层 (共30层),500,暂无数据,暂无数据,塔楼,东南 西 北,框架结构,简装,两梯八户,有,70年,450,9000,城关区,,,
2578,2室2厅1厨2卫,中楼层 (共12层),80.94,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,有,70年,105,12973,城关区,,,
2579,4室2厅1厨1卫,低楼层 (共6层),160,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,195,12188,城关区,,,
2580,4室2厅1厨2卫,中楼层 (共28层),149.29,暂无数据,118.5㎡,板楼,南 北,框架结构,精装,两梯四户,有,70年,270,18086,城关区,,,
2581,4室3厅1厨2卫,高楼层 (共25层),248.23,暂无数据,暂无数据,板塔结合,南 北,框架结构,精装,三梯十二户,有,70年,300,12086,城关区,,,
2582,4室3厅1厨2卫,中楼层 (共5层),195.8,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,70年,218,11134,城关区,,,
2583,4室2厅1厨3卫,高楼层 (共25层),218,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,295,13533,安宁区,,,
2584,4室2厅1厨3卫,高楼层 (共13层),220,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,有,70年,394,17910,安宁区,,,
2585,5室2厅1厨3卫,低楼层 (共14层),260,暂无数据,暂无数据,板楼,南 北,框架结构,精装,两梯三户,有,70年,340,13077,城关区,,,
2586,5室2厅1厨4卫,高楼层 (共14层),260,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,有,70年,431,16577,安宁区,,,
2587,4室2厅1厨2卫,高楼层 (共13层),175,暂无数据,暂无数据,板楼,东南,钢混结构,精装,一梯三户,有,70年,280,16000,城关区,,,
2588,3室0厅1厨1卫,中楼层 (共12层),295,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯两户,有,70年,375,12712,城关区,,,
2589,3室2厅1厨2卫,高楼层 (共26层),158,暂无数据,暂无数据,板楼,北 南,框架结构,精装,两梯两户,有,70年,220,13925,城关区,,,
2590,4室2厅1厨2卫,低楼层 (共8层),145,暂无数据,暂无数据,板楼,南 北,框架结构,简装,六梯两户,有,70年,260,17932,城关区,,,
2591,3室2厅1厨2卫,高楼层 (共6层),230,暂无数据,暂无数据,板塔结合,东 西,砖混结构,毛坯,两梯两户,有,70年,230,10000,安宁区,,,
2592,5室3厅1厨3卫,低楼层 (共23层),408,暂无数据,暂无数据,板楼,东南,钢混结构,毛坯,两梯三户,有,70年,670,16422,城关区,,,
2593,2室2厅1厨1卫,中楼层 (共18层),200,暂无数据,暂无数据,板塔结合,东 西,钢混结构,简装,一梯两户,有,70年,280,14000,城关区,,,
2594,4室2厅1厨1卫,低楼层 (共33层),150.5,暂无数据,暂无数据,板塔结合,东 南 北,框架结构,精装,两梯四户,有,70年,190,12625,城关区,,,
2595,4室2厅1厨3卫,高楼层 (共11层),306,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,465,15197,城关区,,,
2596,4室2厅1厨2卫,低楼层 (共31层),143,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯四户,有,70年,209,14616,安宁区,,,
2597,6室2厅1厨3卫,高楼层 (共32层),289.28,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,四梯八户,有,70年,520,17976,城关区,,,
2598,6室2厅1厨3卫,高楼层 (共32层),290.39,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,四梯八户,有,70年,522,17976,城关区,,,
2599,4室2厅1厨3卫,高楼层 (共32层),245.6,暂无数据,暂无数据,板楼,东 南 西,框架结构,毛坯,四梯八户,有,70年,442,17997,城关区,,,
2600,5室2厅1厨4卫,高楼层 (共32层),223.62,暂无数据,暂无数据,板塔结合,东 南,钢混结构,毛坯,两梯六户,有,70年,402.5,18000,城关区,,,
2601,5室2厅1厨4卫,高楼层 (共31层),223.36,暂无数据,暂无数据,板塔结合,东,框架结构,毛坯,四梯八户,有,70年,402.5,18021,城关区,,,
2602,3室3厅1厨4卫,高楼层 (共31层),233.78,暂无数据,暂无数据,板塔结合,东南,框架结构,毛坯,四梯八户,有,70年,420.8,18000,城关区,,,
2603,3室2厅1厨2卫,中楼层 (共32层),241,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯两户,有,70年,335,13901,七里河区,,,
2604,4室2厅1厨2卫,高楼层 (共18层),204,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,326,15981,安宁区,,,
2605,4室2厅1厨2卫,高楼层 (共7层),196,暂无数据,暂无数据,板塔结合,南 北,钢混结构,简装,两梯两户,有,70年,196,10000,安宁区,,,
2606,3室2厅1厨2卫,低楼层 (共24层),131,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,两梯七户,有,70年,185,14123,城关区,,,
2607,4室2厅1厨3卫,中楼层 (共24层),183.92,暂无数据,158.55㎡,塔楼,东南 西南 西,钢混结构,简装,两梯七户,有,70年,255,13865,城关区,,,
2608,4室2厅1厨3卫,中楼层 (共42层),218.7,暂无数据,暂无数据,塔楼,南,框架结构,精装,三梯七户,有,70年,456,20851,城关区,,,
2609,4室2厅1厨2卫,高楼层 (共18层),136.68,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,223,16316,安宁区,,,
2610,7室2厅1厨2卫,中楼层 (共21层),396.32,暂无数据,320.26㎡,板塔结合,南 北,钢混结构,简装,一梯四户,有,70年,522,13172,城关区,,,
2611,4室3厅0厨5卫,高楼层 (共21层),200,暂无数据,暂无数据,板塔结合,东,钢混结构,精装,一梯四户,有,70年,318,15900,城关区,,,
2612,3室2厅1厨2卫,高楼层 (共7层),144.98,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,258,17796,城关区,,,
2613,3室1厅1厨1卫,高楼层 (共16层),65,暂无数据,暂无数据,塔楼,南 西 北,框架结构,简装,两梯五户,有,70年,205,31539,城关区,,,
2614,4室2厅1厨2卫,低楼层 (共21层),178,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,两梯五户,有,70年,226.5,12725,安宁区,,,
2615,6室3厅1厨3卫,高楼层 (共6层),255.73,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,298,11653,安宁区,,,
2616,6室0厅0厨2卫,高楼层 (共10层),216,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯六户,无,70年,225,10417,城关区,,,
2617,4室2厅1厨2卫,中楼层 (共21层),396.32,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,有,70年,530,13374,城关区,,,
2618,2室1厅1厨1卫,低楼层 (共30层),92.91,暂无数据,69.23㎡,板塔结合,西 北,框架结构,精装,四梯十四户,有,70年,144,15499,城关区,,,
2619,2室1厅1厨1卫,低楼层 (共30层),84.47,暂无数据,62.94㎡,板塔结合,东 北,框架结构,精装,四梯十四户,有,70年,131,15509,城关区,,,
2620,3室2厅1厨1卫,中楼层 (共30层),108.43,暂无数据,80.79㎡,板塔结合,西南,框架结构,精装,四梯十四户,有,70年,168,15494,城关区,,,
2621,2室1厅1厨1卫,中楼层 (共30层),92.91,暂无数据,69.23㎡,板塔结合,西北,框架结构,精装,四梯十四户,有,70年,145,15607,城关区,,,
2622,2室1厅1厨1卫,中楼层 (共30层),84.36,暂无数据,62.94㎡,板塔结合,东 北,框架结构,精装,四梯十四户,有,70年,131,15529,城关区,,,
2623,3室2厅1厨1卫,中楼层 (共30层),108.43,暂无数据,80.79㎡,板塔结合,西南,框架结构,精装,四梯十四户,有,70年,168,15494,城关区,,,
2624,2室1厅1厨1卫,中楼层 (共30层),92.91,暂无数据,69.23㎡,板塔结合,西北,框架结构,精装,四梯十四户,有,70年,145,15607,城关区,,,
2625,2室1厅1厨1卫,中楼层 (共30层),84.47,暂无数据,62.94㎡,板塔结合,东 北,框架结构,精装,四梯十四户,有,70年,131,15509,城关区,,,
2626,2室1厅1厨1卫,中楼层 (共30层),84.47,暂无数据,62.23㎡,板塔结合,东 北,框架结构,精装,四梯十四户,有,70年,131,15509,城关区,,,
2627,2室1厅1厨1卫,中楼层 (共30层),92.91,暂无数据,69.23㎡,板塔结合,西北,框架结构,精装,四梯十四户,有,70年,145,15607,城关区,,,
2628,2室1厅1厨1卫,中楼层 (共30层),84.47,暂无数据,62.94㎡,板塔结合,东 北,框架结构,精装,四梯十四户,有,70年,131,15509,城关区,,,
2629,4室2厅1厨2卫,中楼层 (共10层),168.76,暂无数据,150.09㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,218,12918,城关区,,,
2630,3室2厅1厨2卫,低楼层 (共11层),150,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,180,12000,城关区,,,
2631,4室2厅1厨2卫,低楼层 (共40层),153.27,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,70年,235,15333,城关区,,,
2632,4室2厅1厨3卫,高楼层 (共6层),176.2,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,260,14756,城关区,,,
2633,4室2厅1厨4卫,中楼层 (共32层),286,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯三户,有,70年,460,16084,城关区,,,
2634,2室1厅1厨1卫,低楼层 (共30层),82,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,一梯八户,无,70年,125,15244,城关区,,,
2635,4室2厅1厨3卫,低楼层 (共23层),340.88,暂无数据,暂无数据,板楼,南 北,框架结构,精装,两梯两户,有,70年,582.5,17089,城关区,,,
2636,3室2厅1厨4卫,中楼层 (共44层),228.07,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,670,29377,城关区,,,
2637,3室0厅1厨1卫,高楼层 (共4层),114,暂无数据,暂无数据,平房,南 北,砖混结构,简装,一梯两户,无,70年,190,16667,城关区,,,
2638,4室2厅0厨2卫,中楼层 (共8层),253.72,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯一户,无,70年,520,20496,城关区,,,
2639,3室2厅1厨2卫,中楼层 (共7层),145,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,200,13794,城关区,,,
2640,3室2厅1厨1卫,高楼层 (共32层),129.45,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯四户,无,70年,245,18927,城关区,,,
2641,2室2厅1厨1卫,高楼层 (共24层),143,暂无数据,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,70年,215,15035,城关区,,,
2642,3室2厅1厨2卫,中楼层 (共6层),151.69,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,197,12988,城关区,,,
2643,2室2厅1厨2卫,中楼层 (共8层),160,暂无数据,暂无数据,板塔结合,西南,框架结构,精装,一梯十一户,有,70年,185,11563,城关区,,,
2644,3室2厅1厨1卫,低楼层 (共29层),137,暂无数据,暂无数据,板楼,西南 北,框架结构,简装,两梯七户,有,70年,170,12409,城关区,,,
2645,6室2厅1厨2卫,低楼层 (共34层),136.9,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,225,16436,安宁区,,,
2646,2室1厅1厨1卫,低楼层 (共9层),81.18,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,90,11087,城关区,,,
2647,4室2厅1厨2卫,高楼层 (共6层),169,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,206,12190,城关区,,,
2648,3室1厅1厨1卫,低楼层 (共8层),84,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯三户,暂无数据,70年,92,10953,安宁区,,,
2649,3室2厅1厨1卫,低楼层 (共15层),131.6,暂无数据,暂无数据,板塔结合,南 北,框架结构,精装,一梯两户,有,70年,145,11019,城关区,,,
2650,3室2厅1厨2卫,中楼层 (共12层),115,暂无数据,暂无数据,板塔结合,东 西,框架结构,精装,一梯两户,有,70年,142,12348,城关区,,,
2651,3室1厅1厨4卫,高楼层 (共17层),310.3,暂无数据,暂无数据,板楼,东 南,框架结构,简装,两梯七户,有,70年,650,20948,城关区,,,
2652,4室2厅1厨2卫,高楼层 (共6层),165,暂无数据,暂无数据,板塔结合,东 西,砖混结构,简装,一梯三户,无,70年,206,12485,安宁区,,,
2653,2室2厅1厨1卫,低楼层 (共6层),97,暂无数据,暂无数据,板楼,南 北,混合结构,简装,一梯三户,无,70年,92.5,9537,城关区,,,
2654,2室1厅1厨1卫,低楼层 (共20层),108,暂无数据,暂无数据,塔楼,南 北,钢混结构,简装,一梯八户,无,70年,135,12500,城关区,,,
2655,2室2厅1厨1卫,高楼层 (共11层),130,暂无数据,暂无数据,板楼,南 北,框架结构,简装,两梯十户,有,70年,150,11539,城关区,,,
2656,3室2厅1厨2卫,高楼层 (共6层),230,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,245,10653,城关区,,,
2657,2室1厅1厨1卫,中楼层 (共25层),163.45,暂无数据,暂无数据,板楼,西南,钢混结构,精装,两梯十七户,有,70年,198,12114,城关区,,,
2658,1室0厅1厨0卫,高楼层 (共5层),37.24,暂无数据,暂无数据,塔楼,南,砖混结构,简装,一梯四户,无,70年,42,11279,城关区,,,
2659,2室0厅1厨1卫,高楼层 (共5层),39.2,暂无数据,暂无数据,塔楼,南,砖混结构,简装,一梯四户,无,70年,43,10970,城关区,,,
2660,2室1厅1厨1卫,低楼层 (共6层),85.2,暂无数据,暂无数据,板楼,东 西,混合结构,简装,一梯三户,无,70年,85,9977,城关区,,,
2661,3室2厅1厨2卫,高楼层 (共8层),135.75,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯一户,暂无数据,70年,190,13997,七里河区,,,
2662,2室2厅1厨2卫,高楼层 (共9层),122,暂无数据,暂无数据,板塔结合,东 西,钢混结构,精装,一梯两户,无,70年,140,11476,城关区,,,
2663,1室1厅1厨1卫,高楼层 (共9层),58.19,暂无数据,暂无数据,板塔结合,北,框架结构,简装,一梯九户,无,70年,70.5,12116,城关区,,,
