房屋户型	所在楼层	建筑面积	户型结构	套内面积	建筑类型	房屋朝向	建筑结构	装修情况	梯户比例	配备电梯	产权年限	房屋总价	每平米售价	房屋地区
2室2厅1厨1卫	低楼层 (共14层)	124㎡	平层	暂无数据	板塔结合	南 北	框架结构	简装	一梯两户	无	70年	124万	10000元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共8层)	104.75㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	96万	9165元/平米	七里河区 上西园 	
3室2厅1厨2卫	中楼层 (共8层)	130.63㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	268万	20516元/平米	城关区 东方红广场 	
3室2厅1厨2卫	低楼层 (共13层)	167㎡	平层	暂无数据	板楼	东南	钢混结构	简装	一梯三户	有	70年	270万	16168元/平米	城关区 西关南关 	
3室2厅1厨1卫	中楼层 (共8层)	89.6㎡	平层	暂无数据	板楼	东 西	框架结构	精装	一梯两户	无	70年	102万	11384元/平米	城关区 二热 	
3室2厅1厨2卫	高楼层 (共15层)	139.98㎡	平层	暂无数据	暂无数据	南	未知结构	简装	两梯六户	有	70年	132.6万	9473元/平米	七里河区 兰工坪 	
2室2厅1厨1卫	低楼层 (共8层)	100㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯四户	无	70年	100万	10000元/平米	城关区 黄河北 	
3室1厅1厨1卫	高楼层 (共7层)	106.32㎡	平层	86.58㎡	板楼	南 北	框架结构	精装	一梯三户	无	70年	110万	10347元/平米	安宁区 安宁科教城 	
4室2厅1厨3卫	高楼层 (共6层)	186.03㎡	复式	暂无数据	板楼	南 北	钢混结构	简装	一梯两户	无	70年	308万	16557元/平米	城关区 大润发 	
3室2厅1厨1卫	中楼层 (共33层)	127㎡	平层	暂无数据	板楼	南 北	钢混结构	毛坯	两梯四户	有	70年	165万	12993元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	低楼层 (共20层)	100㎡	平层	暂无数据	塔楼	南	钢混结构	简装	一梯八户	无	70年	145万	14500元/平米	城关区 东方红广场 	
3室2厅1厨2卫	中楼层 (共32层)	127㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	190万	14961元/平米	安宁区 莫高大道 	
3室2厅1厨1卫	高楼层 (共32层)	109㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	180万	16514元/平米	安宁区 莫高大道 	
3室2厅1厨1卫	中楼层 (共26层)	103㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯三户	有	70年	110万	10680元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共28层)	110㎡	平层	暂无数据	塔楼	南 西	框架结构	简装	一梯七户	无	70年	196万	17819元/平米	城关区 火车站 	
2室2厅1厨1卫	高楼层 (共8层)	130.26㎡	平层	暂无数据	板楼	东 西	钢混结构	精装	一梯四户	无	70年	165万	12667元/平米	城关区 东方红广场 	
4室2厅1厨3卫	低楼层 (共39层)	253㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	490万	19368元/平米	城关区 大润发 	
3室2厅1厨2卫	高楼层 (共32层)	135㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯四户	有	70年	162万	12000元/平米	城关区 大沙坪 	
2室2厅1厨2卫	高楼层 (共8层)	110.75㎡	平层	暂无数据	板楼	北 南	框架结构	简装	一梯两户	无	70年	109万	9842元/平米	城关区 五泉广场 	
1室1厅1厨1卫	中楼层 (共4层)	27.65㎡	平层	27㎡	板塔结合	南	砖混结构	简装	一梯三户	无	70年	28.9万	10453元/平米	安宁区 安宁高新区 	
3室2厅1厨2卫	中楼层 (共8层)	126㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	123万	9762元/平米	城关区 大沙坪 	
4室2厅1厨1卫	高楼层 (共6层)	136㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	一梯两户	无	70年	130万	9559元/平米	城关区 北面滩 	
4室2厅1厨3卫	低楼层 (共25层)	180㎡	平层	暂无数据	板楼	北 南	钢混结构	精装	两梯两户	有	70年	286万	15889元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共32层)	135.5㎡	平层	暂无数据	板楼	南 北	框架结构	精装	两梯四户	有	70年	189.7万	14000元/平米	城关区 大沙坪 	
1室1厅0厨0卫	中楼层 (共23层)	60.16㎡	平层	暂无数据	板楼	东	框架结构	精装	五梯二十户	有	50年	140万	23272元/平米	城关区 东方红广场 	
3室2厅1厨2卫	高楼层 (共8层)	143.3㎡	平层	暂无数据	板楼	东南	框架结构	简装	一梯两户	无	70年	176万	12282元/平米	城关区 东方红广场 	
2室1厅1厨1卫	高楼层 (共26层)	94.25㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	两梯四户	有	70年	155万	16446元/平米	城关区 北面滩 	
1室1厅1厨1卫	中楼层 (共8层)	32.19㎡	平层	暂无数据	板楼	南	框架结构	简装	一梯三户	暂无数据	70年	54万	16776元/平米	城关区 兰大盘旋路 	
3室1厅1厨1卫	高楼层 (共7层)	84.33㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	75万	8894元/平米	城关区 九州 	
3室1厅1厨2卫	高楼层 (共18层)	122.67㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	有	70年	165万	13451元/平米	安宁区 莫高大道 	
2室1厅1厨1卫	低楼层 (共32层)	97㎡	平层	暂无数据	板楼	东	框架结构	精装	两梯六户	有	70年	118万	12165元/平米	西固区 西固区 	
1室1厅1厨1卫	中楼层 (共34层)	60㎡	平层	暂无数据	板塔结合	南	框架结构	简装	两梯七户	有	70年	57万	9500元/平米	城关区 大沙坪 	
2室1厅1厨1卫	高楼层 (共8层)	80㎡	平层	暂无数据	板塔结合	东 西	框架结构	简装	一梯三户	暂无数据	70年	90万	11250元/平米	城关区 五泉广场 	
2室2厅1厨1卫	中楼层 (共8层)	74㎡	平层	暂无数据	板塔结合	东 北	框架结构	简装	一梯三户	无	70年	72万	9730元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共15层)	80㎡	平层	暂无数据	板楼	东	钢混结构	简装	一梯三户	有	70年	87万	10875元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共18层)	95.6㎡	平层	暂无数据	板楼	南 北	框架结构	精装	两梯四户	有	70年	107万	11193元/平米	西固区 西固区 	
1室1厅1厨1卫	中楼层 (共5层)	43.8㎡	平层	暂无数据	板楼	东 西	混合结构	简装	一梯三户	无	70年	43万	9818元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共26层)	107.5㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯四户	有	70年	165万	15349元/平米	安宁区 海关 	
2室2厅1厨1卫	低楼层 (共6层)	98㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯三户	无	70年	98万	10000元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共26层)	89.78㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	89万	9914元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共7层)	75㎡	平层	暂无数据	暂无数据	南 北	框架结构	简装	一梯两户	暂无数据	70年	76万	10134元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共31层)	91.59㎡	平层	暂无数据	板塔结合	南 北	钢混结构	精装	一梯三户	有	70年	146万	15941元/平米	安宁区 西固区 	
2室1厅1厨1卫	中楼层 (共6层)	75.5㎡	平层	暂无数据	板楼	西 南	框架结构	简装	一梯四户	无	70年	73万	9669元/平米	城关区 九州 	
2室1厅1厨1卫	低楼层 (共8层)	76.9㎡	平层	暂无数据	板楼	东	框架结构	精装	一梯四户	无	70年	85万	11054元/平米	西固区 西固区 	
2室1厅1厨1卫	高楼层 (共14层)	120㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯两户	暂无数据	70年	75万	6250元/平米	七里河区 秀川 	
2室1厅1厨1卫	低楼层 (共18层)	76.64㎡	平层	暂无数据	板楼	南 北	框架结构	简装	两梯十二户	有	70年	75万	9787元/平米	西固区 西固区 	
2室2厅1厨1卫	中楼层 (共26层)	88㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	96万	10910元/平米	城关区 碧桂园 	
2室2厅1厨1卫	低楼层 (共6层)	75.57㎡	平层	暂无数据	板楼	东南	框架结构	精装	一梯四户	无	70年	73万	9660元/平米	城关区 九州 	
2室1厅1厨1卫	高楼层 (共30层)	77㎡	平层	暂无数据	板塔结合	东	钢混结构	毛坯	一梯八户	无	70年	116万	15065元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共15层)	82.19㎡	平层	暂无数据	板楼	南	框架结构	精装	十二梯三户	有	70年	84万	10221元/平米	西固区 西固区 	
3室2厅1厨2卫	高楼层 (共34层)	138㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	两梯三户	有	70年	170万	12319元/平米	安宁区 罗马花园 	
2室1厅1厨1卫	高楼层 (共30层)	148㎡	平层	暂无数据	板楼	北	钢混结构	简装	三梯十一户	有	70年	230万	15541元/平米	城关区 西关南关 	
2室1厅1厨1卫	低楼层 (共34层)	95.1㎡	平层	暂无数据	板塔结合	东北	框架结构	简装	两梯五户	有	70年	131万	13775元/平米	城关区 五泉广场 	
2室1厅1厨1卫	低楼层 (共18层)	88.1㎡	平层	暂无数据	板楼	东	框架结构	精装	两梯十户	有	70年	85万	9649元/平米	城关区 九州 	
2室1厅1厨1卫	中楼层 (共24层)	70㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯八户	有	70年	98万	14000元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共34层)	90㎡	平层	暂无数据	板塔结合	东 南	钢混结构	精装	两梯五户	有	70年	140万	15556元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	低楼层 (共8层)	85.6㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯三户	暂无数据	70年	76万	8879元/平米	城关区 九州 	
2室1厅1厨1卫	中楼层 (共12层)	86.59㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯四户	有	70年	83万	9586元/平米	西固区 西固区 	
2室2厅1厨1卫	中楼层 (共25层)	92.88㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	97万	10444元/平米	西固区 西固区 	
2室1厅1厨1卫	低楼层 (共8层)	87㎡	平层	暂无数据	板楼	东	砖混结构	毛坯	一梯五户	有	70年	74万	8506元/平米	城关区 九州 	
4室2厅1厨2卫	低楼层 (共6层)	145.39㎡	平层	128.54㎡	板楼	南 北	钢混结构	精装	一梯两户	无	70年	205万	14101元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共28层)	89.46㎡	平层	67.57㎡	板楼	南	框架结构	精装	两梯四户	有	70年	145万	16209元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共28层)	106.54㎡	平层	92.12㎡	板楼	南	钢混结构	简装	两梯四户	有	70年	143万	13423元/平米	安宁区 海关 	
2室2厅1厨1卫	高楼层 (共9层)	71.13㎡	平层	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	134万	18839元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共7层)	60㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	一梯三户	无	70年	68万	11334元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	低楼层 (共24层)	103.21㎡	平层	80.32㎡	板塔结合	南	框架结构	精装	两梯七户	有	70年	124万	12015元/平米	城关区 二热 	
2室1厅1厨1卫	低楼层 (共33层)	93.5㎡	平层	73.12㎡	板楼	南	钢混结构	精装	两梯四户	有	70年	144万	15402元/平米	安宁区 海关 	
2室1厅1厨1卫	高楼层 (共6层)	70㎡	平层	60.7㎡	板楼	南 北	砖混结构	精装	一梯两户	无	70年	99万	14143元/平米	城关区 东方红广场 	
2室1厅1厨1卫	中楼层 (共11层)	91.07㎡	平层	76.25㎡	板楼	东 西	钢混结构	精装	一梯三户	无	70年	95万	10432元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共8层)	96.8㎡	平层	85.09㎡	板楼	南 北	框架结构	精装	一梯两户	无	70年	110万	11364元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	低楼层 (共32层)	107.5㎡	平层	暂无数据	板塔结合	东南	钢混结构	精装	两梯四户	有	70年	160万	14884元/平米	城关区 北面滩 	
1室2厅1厨1卫	高楼层 (共7层)	65㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	68万	10462元/平米	城关区 火车站 	
2室0厅1厨1卫	低楼层 (共6层)	41.5㎡	平层	暂无数据	板楼	南	混合结构	简装	一梯四户	无	70年	85万	20482元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共8层)	85.76㎡	平层	73.72㎡	板塔结合	南 北	框架结构	简装	一梯三户	无	70年	81万	9445元/平米	城关区 二热 	
2室2厅1厨1卫	低楼层 (共22层)	92.56㎡	平层	75㎡	板楼	东北 南	钢混结构	精装	两梯五户	有	70年	104万	11236元/平米	安宁区 安宁高新区 	
2室2厅1厨2卫	中楼层 (共33层)	105.79㎡	平层	83.48㎡	板塔结合	南	钢混结构	精装	两梯四户	有	70年	175万	16543元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共13层)	109㎡	平层	暂无数据	板塔结合	东 西	框架结构	精装	一梯两户	无	70年	176万	16147元/平米	城关区 五泉广场 	
2室2厅1厨1卫	低楼层 (共6层)	75㎡	平层	75㎡	板楼	南 北	钢混结构	精装	一梯两户	无	70年	198万	26400元/平米	城关区 东方红广场 	
2室1厅1厨1卫	高楼层 (共9层)	65.93㎡	平层	65.93㎡	板楼	东南	框架结构	精装	一梯三户	无	70年	120万	18202元/平米	城关区 西关南关 	
2室2厅1厨1卫	中楼层 (共33层)	93.43㎡	平层	72.12㎡	板楼	南	钢混结构	简装	一梯四户	有	70年	146万	15627元/平米	安宁区 海关 	
2室1厅1厨1卫	中楼层 (共32层)	103㎡	平层	78.24㎡	塔楼	南	钢混结构	简装	两梯六户	有	70年	145万	14078元/平米	安宁区 安宁区 	
2室1厅1厨1卫	高楼层 (共7层)	65㎡	平层	51.25㎡	平房	南 北	混合结构	简装	一梯三户	无	70年	120万	18462元/平米	城关区 东方红广场 	
2室2厅1厨1卫	高楼层 (共17层)	91.94㎡	平层	76.95㎡	板楼	南 北	框架结构	精装	一梯三户	有	70年	93万	10116元/平米	七里河区 龚家湾 	
2室2厅1厨1卫	低楼层 (共29层)	105.99㎡	平层	85.39㎡	板楼	东南 南	框架结构	精装	两梯七户	有	70年	145万	13681元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共18层)	106.66㎡	平层	暂无数据	板楼	南	钢混结构	简装	一梯三户	暂无数据	70年	158万	14814元/平米	安宁区 安宁庭院 	
1室2厅1厨1卫	中楼层 (共18层)	70.68㎡	平层	暂无数据	板楼	东	钢混结构	简装	两梯六户	有	70年	88.5万	12522元/平米	安宁区 安宁高新区 	
2室1厅1厨1卫	高楼层 (共6层)	59.38㎡	平层	暂无数据	暂无数据	南 北	未知结构	精装	一梯两户	无	70年	143万	24083元/平米	城关区 东方红广场 	
2室2厅1厨1卫	高楼层 (共32层)	101㎡	平层	101㎡	板塔结合	南 北	框架结构	精装	一梯四户	无	70年	166万	16436元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共32层)	99.46㎡	平层	暂无数据	塔楼	西南	钢混结构	精装	两梯六户	有	70年	170万	17093元/平米	七里河区 仁恒美林郡 	
2室2厅1厨1卫	中楼层 (共8层)	99.89㎡	平层	86.81㎡	板楼	南 北	框架结构	简装	一梯两户	无	70年	110万	11013元/平米	七里河区 七里河区 	
1室2厅1厨1卫	低楼层 (共8层)	65.25㎡	平层	暂无数据	板楼	南	钢混结构	精装	一梯三户	无	70年	83万	12721元/平米	城关区 大润发 	
2室1厅1厨1卫	中楼层 (共8层)	85.65㎡	平层	暂无数据	板塔结合	南 北	框架结构	简装	一梯两户	无	70年	86万	10041元/平米	城关区 大沙坪 	
2室2厅1厨1卫	低楼层 (共9层)	92.69㎡	平层	暂无数据	板楼	东 西	框架结构	精装	一梯三户	无	70年	120万	12947元/平米	城关区 东部 	
2室1厅1厨1卫	高楼层 (共8层)	74.69㎡	平层	暂无数据	板塔结合	南 北	框架结构	简装	一梯三户	无	70年	77万	10310元/平米	城关区 大沙坪 	
2室2厅1厨1卫	中楼层 (共31层)	94㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	125万	13298元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	高楼层 (共34层)	92.6㎡	平层	暂无数据	板楼	西南	框架结构	简装	两梯四户	有	70年	83万	8964元/平米	城关区 二热 	
1室1厅1厨1卫	低楼层 (共13层)	40㎡	平层	暂无数据	板楼	东 西	钢混结构	其他	三梯十五户	有	70年	46万	11500元/平米	城关区 西关南关 	
2室2厅1厨1卫	中楼层 (共33层)	91㎡	平层	暂无数据	板楼	南	钢混结构	精装	一梯四户	无	70年	135万	14836元/平米	安宁区 罗马花园 	
1室1厅1厨1卫	中楼层 (共10层)	58.2㎡	平层	暂无数据	板楼	北	钢混结构	简装	一梯二十一户	有	70年	68万	11684元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共8层)	106.5㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯四户	无	70年	124万	11644元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	低楼层 (共6层)	60㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	无	70年	170万	28334元/平米	城关区 五泉广场 	
2室2厅1厨1卫	高楼层 (共6层)	98.69㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	100万	10133元/平米	城关区 北面滩 	
2室1厅1厨1卫	中楼层 (共33层)	87.8㎡	平层	暂无数据	板楼	西 北	框架结构	其他	两梯六户	有	70年	113万	12871元/平米	七里河区 上西园 	
2室1厅1厨1卫	低楼层 (共11层)	78.11㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯两户	暂无数据	70年	109万	13955元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共7层)	76㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯四户	无	70年	103万	13553元/平米	七里河区 建工局 	
2室1厅1厨1卫	高楼层 (共7层)	63㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	无	70年	69万	10953元/平米	城关区 东部 	
2室2厅1厨1卫	高楼层 (共6层)	86.37㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯四户	无	70年	106万	12273元/平米	城关区 雁滩高新区 	
